word	ipa
ធិនីម៉ិច	th i ʔ . n ii . m ə c
ធិបឌិន	th ɨ p . p a ʔ . ɗ ɨ n
ធិបតី	th ɨ p . p a ʔ . ɗ ə j
ធិម	th ɨ m
ធិរិកា	th i ʔ . r i ʔ . k aa
ធិវ	th i w
ធី	th ii
ធីក	th ii k
ធីកកា	th ii k . k aa
ធីកឃីត	th ii k . kh ii t
ធីកឆ័រផ្លាធីកឆ័រ	th ii k . ch əə . p l aa . th ii k . ch əə
ធីកណូម៉ាឃីត	th ii k . n oo . m aa . kh ii t
ធីកណូឡូជី	th ii k . n oo . l oo . c ii
ធីកតូនិច	th ii k . t oo . n i c
ធីកាំផន	th ii . k a m . ph ɑɑ n
ធីកូ	th ii . k oo
ធីខិត	th ii . kh ə t
ធីឃ្យូ	th ii . k j uu
ធីង	th ii ŋ
ធីងធោង	th ii ŋ . th oo ŋ
ធីងស៍បូរ៉ូ	th ii ŋ . ɓ oo . r oo
ធីង៉ា	th ii . ŋ aa
ធីង៉ុក	th ii . ŋ o k
ធីចណូឡូជី	th ii c . n oo . l oo . c ii
ធីចាហាចា	th ii . c aa . h aa . c aa
ធីចូ	th ii . c oo
ធីញ	th ii ɲ
ធីញុង	th ii . ɲ u ŋ
ធីដា	th ii . ɗ aa
ធីដឹក	th ii . ɗ ə k
ធីដៀម	th ii . ɗ iə m
ធីឌី	th ii . ɗ ii
ធីណា	th ii . n aa
ធីណាត	th ii . n aa t
ធីណាតា	th ii . n aa . t aa
ធីណាស៍	th ii . n aa
ធីត	th ii t
ធីតចេណើ	th ii t . c ee . n aə
ធីតា	th ii . ɗ aa
ធីត្រាតាបល	th ii . t r aa . t aa . ɓ ɑɑ l
ធីថេនៀម	th ii . th ee . n iə m
ធីធី	th ii . th ii
ធីធីអិល	th ii . th ii . ʔ ə l
ធីធូតាំ	th ii . th uu . t a m
ធីន	th ii n
ធីនឃើ	th ii n . kh əə
ធីនជូ	th ii n . c uu
ធីនឌ័រ	th ii n . ɗ oa
ធីនណឺរី	th ii n . n əə . r ii
ធីនណេជ	th ii n . n ee c
ធីនណេត	th ii n . n ee t
ធីនណៃធើ	th ii n . n a j . th əə
ធីនីយូអារអិល	th ii . n ii . j uu . ʔ aa . ʔ ə l
ធីនេជើ	th ii . n ee . c əə
ធីប	th ii p
ធីបភីង	th ii p . ph ii ŋ
ធីបល	th ii . ɓ ɑɑ l
ធីបឺររៀស	th ii . ɓ əə . r iə h
ធីបូត	th ii . ɓ oo t
ធីបូវ	th ii . ɓ ə w
ធីបេត	th ii . ɓ ee t
ធីបេតថឹន	th ii . ɓ ee t . th ə n
ធីពូ	th ii . p uu
ធីភី	th ii . ph ii
ធីភីខូ	th ii . ph ii . kh oo
ធីម	th ii m
ធីមបាលែនដ៍	th ii m . ɓ aa . l ɛɛ n
ធីមប៊ឺហ្គ្រីន	th ii m . ɓ ɨɨ . k r ii n
ធីមប៊ើ	th ii m . ɓ əə
ធីមប៊ើឡេក	th ii m . ɓ əə . l ee k
ធីមភូ	th ii m . ph uu
ធីមវីយូវើ	th ii m . w ii . j uu . w əə
ធីមស្ពីក	th ii m . s p ii k
ធីមី	th ii . m ii
ធីម៉ូថី	th ii . m oo . th ə j
ធីម៉ូស៊ី	th ii . m oo . s ii
ធីម៉ៃ	th ii . m a j
ធីម្យូរ	th ii . m j uu
ធីយូវី	th ii . j uu . w ii
ធីយូអាយ	th ii . j uu . ʔ aa j
ធីយ៉ា	th ii . j aa
ធីយ៉េ	th ii . j ee
ធីរឹទ្ធ	th ii . r ɨ t
ធីរ៉ា	th ii . r aa
ធីរ៉ាណូផ្ដេរ៉ា	th ii . r aa . n oo . p ɗ ee . r aa
ធីរ៉ូ	th ii . r oo
ធីល	th ii l
ធីលដា	th ii l . ɗ aa
ធីលម៉ូង	th ii l . m oo ŋ
ធីលលី	th ii l . l ii
ធីលលើសិន	th ii l . l əə . s e n
ធីលលើសុន	th ii l . l əə . s o n
ធីល័រ	th ii . l əə
ធីវ	th ii w
ធីវី	th ii . w ii
ធីវីប៊ី	th ii . w ii . ɓ ii
ធីវីវ័ន	th ii . w ii . w oa n
ធីវីអិន	th ii . w ii . ʔ ə n
ធីវ៉ា	th ii . w aa
ធីស	th ii h
ធីសឌែល	th ii h . ɗ ɛɛ l
ធីសាន្យូរ៉ា	th ii . s aa . n j uu . r aa
ធីសុន	th ii . s o n
ធីសូ	th ii . s oo
ធីសេ	th ii . s ee
ធីស៊ី	th ii . s ii
ធីស៊ីយូ	th ii . s ii . j uu
ធីស៊ីអេហ្វ	th ii . s ii . ʔ ee f
ធីស៊ូ	th ii . s uu
ធីស៊ូគូបា	th ii . s uu . k uu . ɓ aa
ធីស៊ូម៉ូរី	th ii . s uu . m oo . r ii
ធីស៍	th ii
ធីស្កាលី	th ii . s k aa . l ii
ធីហៀង	th ii . h iə ŋ
ធីហ៊្សូ	th ii . z uu
ធីហ្គេ	th ii . g ee
ធីហ្គេន	th ii . g ee n
ធីហ្គ្រី	th ii . g r ii
ធីហ្វានី	th ii . f aa . n ii
ធីហ្សិត	th ii . z ə t
ធីហ្សិន	th ii . z ə n
ធីហ្ស៊ូ	th ii . z uu
ធីឡា	th ii . l aa
ធីឡាភៀ	th ii . l aa . ph iə
ធីឡាយ	th ii . l aa j
ធីអាត	th ii . ʔ aa t
ធឹង	th ɨ ŋ
ធឺខាណា	th ɨɨ . kh aa . n aa
ធឺន	th ɨɨ n
ធឺនអូវ័រ	th ɨɨ n . ʔ oo . w əə
ធឺន័រ	th ɨɨ . n əə
ធឺបែលឡារៀន	th ɨɨ . ɓ ae l . l aa . r iə n
ធឺរីង	th ɨɨ . r ii ŋ
ធឺរៀ	th ɨɨ . r iə
ធឺរេសា	th ɨɨ . r ee . s aa
ធុង	th u ŋ
ធុងបាស	th u ŋ . ɓ aa h
ធុងបាស់	th u ŋ . ɓ a h
ធុង្សៈ	th u ŋ . s a ʔ
ធុង្សៈទេវី	th u ŋ . s a ʔ . t ee . w ii
ធុញ	th u ɲ
ធុញថប់	th u ɲ . th ɑ p
ធុញទ្រាន់	th u ɲ . t r oa n
ធុតង្គ	th u ʔ . ɗ o ŋ
ធុន	th u n
ធុនណា	th u n . n aa
ធុនត្រា	th u n . t r aa
ធុនធ្ងន់	th u n . t ŋ u n
ធុននីន	th u n . n ii n
ធុនប៊ូរី	th u n . ɓ uu . r ii
ធុរកិច្ច	th u ʔ . r ea ʔ . k ə c
ធុរជន	th u ʔ . r ea ʔ . c u n
ធុរេន	th u ʔ . r ee n
ធុរៈ	th u ʔ . r ea ʔ
ធុល	th u l
ធុំ	th u m
ធូ	th uu
ធូក	th uu k
ធូកសែល	th uu k . s ae l
ធូដុង	th uu . ɗ o ŋ
ធូដេ	th uu . ɗ ee
ធូឌូ	th uu . ɗ uu
ធូឌ័រ	th uu . ɗ əə
ធូណា	th uu . n aa
ធូណាមិន	th uu . n aa . m i n
ធូណាយ	th uu . n aa j
ធូណាយថ៍	th uu . n aa j
ធូតង្គ	th uu . ɗ o ŋ
ធូតស៍	th uu t
ធូតូរៀល	th uu . t oo . r iə l
ធូធីងខមិន	th uu . th ii ŋ . kh ɑɑ . m i n
ធូធីធូ	th uu . th ii . th uu
ធូធូសស្ប៉ត	th uu . th uu h . s p ɑɑ t
ធូនណឹ	th uu n . n ə ʔ
ធូននែល	th uu n . n ɛɛ l
ធូនអាប់	th uu n . ʔ a p
ធូនើ	th uu . n əə
ធូប	th uu p
ធូបប៊ូថាក	th uu p . ɓ uu . th aa k
ធូបមែន	th uu p . m ɛɛ n
ធូបាខូ	th uu . ɓ aa . kh oo
ធូបេក	th uu . ɓ ee k
ធូប៊ី	th uu . ɓ ii
ធូប៊ើរ៉ូសាំ	th uu . ɓ əə . r oo . s a m
ធូផាក	th uu . ph aa k
ធូពេឡូ	th uu . p ee . l oo
ធូម	th uu m
ធូមកេតុ	th uu . m ea ʔ . k ae t
ធូមាតូ	th uu . m ie . t oo
ធូមី	th uu . m ii
ធូមូរ៉ូលែដ	th uu . m uu . r oo . l ɛɛ t
ធូមេត	th uu . m ee t
ធូម៉រូ	th uu . m ɑɑ . r oo
ធូម៉រ៉ូ	th uu . m ɑɑ . r oo
ធូម៉ូលធូស	th uu . m oo l . th uu h
ធូយូ	th uu . j uu
ធូរ	th uu
ធូរធារ	th uu . th ie
ធូររលុង	th uu . r ɔ . l u ŋ
ធូរស្បើយ	th uu . s ɓ aə j
ធូរស្រាល	th uu . s r aa l
ធូរី	th uu . r ii
ធូរីង	th uu . r ii ŋ
ធូរីន	th uu . r ii n
ធូរីសម៉ូ	th uu . r ii h . m oo
ធូរៀន	th uu . r iə n
ធូរេ	th uu . r ee
ធូរេន	th uu . r ee n
ធូរៈ	th uu . r ea ʔ
ធូរ៉ា	th uu . r aa
ធូរ៉ូ	th uu . r oo
ធូល	th uu l
ធូលស៍	th uu l
ធូលី	th uu . l ii
ធូលីប	th uu . l ii p
ធូវើដ	th uu . w əə t
ធូស	th uu h
ធូសដេ	th uu h . ɗ ee
ធូស៊ី	th uu . s ii
ធូហ្លាយ	th uu . f l aa j
ធូហ្វែននេឡូ	th uu . f ae n . n ee . l oo
ធូអាយ	th uu . ʔ aa j
ធូអីនធី	th uu . ʔ ə n . th ii
ធូអឹរី	th uu . ʔ ə ʔ . r ii
ធួ	th uə
ធួច	th uə c
ធួន	th uə n
ធួយទុំ	th uə j . t u m
ធួយអំពិល	th uə j . ʔ ɑ m . p ɨ l
ធួរ	th uə
ធួរីង	th uə . r ii ŋ
ធួរីស	th uə . r ii h
ធួរីហ្សីម	th uə . r ii . z ə m
ធួរីហ្សឹម	th uə . r ii . z ə m
ធើក	th əə k
ធើធូលាន	th əə . th uu . l ie n
ធើន	th əə n
ធើនដោន	th əə n . ɗ ao n
ធើននីធីន	th əə n . n ii . th ii n
ធើននីប	th əə n . n ii p
ធើនន័រ	th əə n . n oa
ធើបូ	th əə . ɓ oo
ធើពីន	th əə . p ii n
ធើមីណល	th əə . m ii . n ɑɑ l
ធើមីណេធ័រ	th əə . m ii . n ee . th əə
ធើមីស៊ូ	th əə . m ii . s uu
ធើរលាង	th əə . r ɔ . l ie ŋ
ធើរី	th əə . r ii
ធើរីយើ	th əə . r ii . j əə
ធើរីសា	th əə . r ii . s aa
ធើរៀ	th əə . r iə
ធើរ៉ារីយ៉ា	th əə . r aa . r ii . j aa
ធើរ៉ាស្សា	th əə . r aa h . s aa
ធើរ៉េណាស	th əə . r ee . n aa h
ធឿន	th ɨə n
ធឿម	th ɨə m
ធឿយ	th ɨə j
ធៀ	th iə
ធៀង	th iə ŋ
ធៀត	th iə t
ធៀន	th iə n
ធៀនយិន	th iə n . j ɨ n
ធៀនហ៊ួ	th iə n . h uə
ធៀប	th iə p
ធៀបការ	th iə p . k aa
ធៀម	th iə m
ធៀមផូ	th iə m . ph oo
ធៀរ	th iə
ធៀវ	th iə w
ធេក	th ee k
ធេកកាំង	th ee k . k a ŋ
ធេកហ្កែសស៊ូ	th ee k . g ae h . s uu
ធេកហ្សូនូ	th ee k . z oo . n uu
ធេង	th ee ŋ
ធេងធោង	th ee ŋ . th oo ŋ
ធេចថាយល៍	th ɨ c . th aa j
ធេចធី	th ɨ c . th ii
ធេនដាន់ស៍	th ee n . ɗ a n
ធេមផល	th ee m . ph ɑɑ l
ធេអ៊ិនហ្វល	th ee . ʔ ɨ n . f ɑɑ l
ធែកឃីមេឌៀ	th ɛɛ k . kh ii . m ee . ɗ iə
ធែធ្រីស	th ɛɛ . t r ii h
ធែរ	th ɛə
ធែល	th ɛɛ l
ធែស្លា	th ɛɛ . s l aa
ធោង	th oo ŋ
ធោវក	th oo . w ɔɔ k
ធោវនដ្ឋាន	th oo . w ea ʔ . n a t . th aa n
ធោវនពស្ត្រ	th oo . w ea ʔ . n a ʔ . p oa h
ធោវិកា	th oo . w i ʔ . k aa
ធំ	th u m
ធំដុំ	th u m . ɗ o m
ធំតូច	th u m . t oo c
ធំធាត់	th u m . th oa t
ធំធេង	th u m . th ee ŋ
ធ័ក	th ea k
ធ័រតូស៊ីហ្គីត	th oa . t oo . s ii . g ii t
ធ័រថល	th oa . th ɑɑ l
ធ័ររី	th oa . r ii
ធ័ររីអឺ	th oa . r ii . ʔ ə ʔ
ធ្គាម	t k ie m
ធ្ងន់	t ŋ u n
ធ្ងន់ធ្ងរ	t ŋ u n . t ŋ ɔɔ
ធ្ងន់ស្រាល	t ŋ u n . s r aa l
ធ្ងាង	t ŋ ie ŋ
ធ្ងាំង	t ŋ ea ŋ
ធ្ងើង	t ŋ əə ŋ
ធ្ងើល	t ŋ əə l
ធ្ងោង	t ŋ oo ŋ
ធ្ងោល	t ŋ oo l
ធ្ង័រ	t ŋ oa
ធ្នង់	t n u ŋ
ធ្នង់កំបុត	t n u ŋ . k ɑ m . ɓ o t
ធ្នង់រលើង	t n u ŋ . r ɔ . l əə ŋ
ធ្នល់	t n u l
ធ្នស់	t n uə h
ធ្នាក់	t n ea k
ធ្នាញ	t n ie ɲ
ធ្នាប់	t n oa p
ធ្នារ	t n ie
ធ្និម	t n ə m
ធ្នឹម	t n ɨ m
ធ្នឹមបណ្ដែត	t n ɨ m . ɓ ɑ n . ɗ ae t
ធ្នូ	t n uu
ធ្នូរេផ្លិច	t n uu . r ee . p l ə c
ធ្នូស	t n uu h
ធ្នើរ	t n əə
ធ្នោះ	t n uə h
ធ្នោះតាចាប	t n uə h . t aa . c aa p
ធ្នះ	t n ea h
ធ្មង	t m ɔɔ ŋ
ធ្មង់	t m u ŋ
ធ្មប់	t m u p
ធ្មល់	t m u l
ធ្មា	t m ie
ធ្មាយ	t m ie j
ធ្មាំង	t m ea ŋ
ធ្មឹង	t m ɨ ŋ
ធ្មឹងធ្មាំង	t m ɨ ŋ . t m ea ŋ
ធ្មឹងធ្មើយ	t m ɨ ŋ . t m əə j
ធ្មុង	t m u ŋ
ធ្មួលគ័រដូតូណាស់	t m uə l . k oa . ɗ oo . t oo . n a h
ធ្មើង	t m əə ŋ
ធ្មេច	t m ɨ c
ធ្មេញ	t m ɨ ɲ
ធ្មេញកណ្ដុរ	t m ɨ ɲ . k ɑ n . ɗ o l
ធ្មេញកណ្ដូប	t m ɨ ɲ . k ɑ n . ɗ oo p
ធ្មេញត្រី	t m ɨ ɲ . t r ə j
ធ្មៃ	t m e j
ធ្មោង	t m oo ŋ
ធ្មៅ	t m ɨ w
ធ្យា	t j ie
ធ្យាន	t j ie n
ធ្យានចិត្ត	t j ie n . c ə t
ធ្យានានុភាព	t j ie . n ie . n u ʔ . ph ie p
ធ្យានិពុទ្ធ	t j ie . n i ʔ . p u t
ធ្យូង	t j uu ŋ
ធ្យូងថ្ម	t j uu ŋ . t m ɑɑ
ធ្យូតធើ	t j uu t . th əə
ធ្យូន	t j uu n
ធ្យូនើ	t j uu . n əə
ធ្យូនែល	t j uu . n ɛɛ l
ធ្យូន័រ	t j uu . n oa
ធ្យូប៊ី	t j uu . ɓ ii
ធ្យូរនើ	t j uu . n əə
ធ្យូរលីងតុន	t j uu . l ii ŋ . t o n
ធ្យូលីប	t j uu . l ii p
ធ្យូសសូត្រ	t j uu h . s oo t
ធ្យូអិន	t j uu . ʔ ə n
ធ្រានឌុល	t r ie n . ɗ u l
ធ្រី	t r ii
ធ្រីកសូម៉ូនៀសីស	t r ii k . s oo . m oo . n iə . s ə h
ធ្រីប្យូន	t r ii . ɓ j uu n
ធ្រូ	t r uu
ធ្រូខលល័រ	t r uu . kh ɑɑ l . l əə
ធ្រូខា	t r uu . kh aa
ធ្រូមែន	t r uu . m ɛɛ n
ធ្រូលៀ	t r uu . l iə
ធ្រូស្មាត	t r uu . s m aa t
ធ្រេតស៊ី	t r ee t . s ii
ធ្រែនហ្សៀនធ៍	t r ɛɛ n . z iə n
ធ្លក	t l ɔɔ k
ធ្លកកំបុត	t l ɔɔ k . k ɑ m . ɓ o t
ធ្លកដំណាក់ហ្លួង	t l ɔɔ k . ɗ ɑ m . n a k . l uə ŋ
ធ្លកថ្មី	t l ɔɔ k . t m ə j
ធ្លកយល់	t l ɔɔ k . j u l
ធ្លកយុល	t l ɔɔ k . j u l
ធ្លករលើង	t l ɔɔ k . r ɔ . l əə ŋ
ធ្លកវៀន	t l ɔɔ k . w iə n
ធ្លា	t l ie
ធ្លាក់	t l ea k
ធ្លាក់ស	t l ea k . s ɑɑ
ធ្លាចាស់	t l ie . c a h
ធ្លាប់	t l oa p
ធ្លាប់តែ	t l oa p . t ae
ធ្លាប្រជុំ	t l ie . p r ɑ . c u m
ធ្លាម្អម	t l ie . m ʔ ɑɑ m
ធ្លាយ	t l ie j
ធ្លាអំពិល	t l ie . ʔ ɑ m . p ɨ l
ធ្លាំង	t l ea ŋ
ធ្លីង	t l ii ŋ
ធ្លុង	t l u ŋ
ធ្លុញ	t l u ɲ
ធ្លុះ	t l u h
ធ្លុះធ្លាយ	t l u h . t l ie j
ធ្លូ	t l uu
ធ្លូក	t l uu k
ធ្លូញ	t l uu ɲ
ធ្លួង	t l uə ŋ
ធ្លែរ	t l ɛɛ
ធ្លែល	t l ɛɛ l
ធ្លោ	t l oo
ធ្លោក	t l oo k
ធ្លោយ	t l oo j
ធ្លះ	t l ea h
ធ្វាយឡាយ	t w ie j . l aa j
ធ្វាស	t w ie h
ធ្វីតត្រែក	t w ii t . t r ae k
ធ្វីតទ័រ	t w ii t . t əə
ធ្វីតធើ	t w ii t . th əə
ធ្វីតធ័រ	t w ii t . th əə
ធ្វីន	t w ii n
ធ្វីស្ទ័រ	t w ii . s t əə
ធ្វីហ្គ	t w ii k
ធ្វើ	t w əə
ធ្វើកឃីង	t w əə k . kh ii ŋ
ធ្វើការ	t w əə . k aa
ធ្វើឃាត	t w əə . kh ie t
ធ្វើជា	t w əə . c ie
ធ្វើទុក	t w əə . t u k
ធ្វើបាប	t w əə . ɓ aa p
ធ្វើម្ហូប	t w əə . m h oo p
ធ្វើឱ្យ	t w əə . ʔ ao j
ធ្វេត	t w ee t
ធ្វេន	t w ee n
ធ្វេនធីវ័ន	t w ee n . th ii . w oa n
ធ្វេស	t w ee h
ធ្វេសទ្វេ	t w ee h . t w ee
ធ្វេសប្រហែស	t w ee h . p r ɑ . h ae h
ធ្វែន	t w ɛɛ n
ធ្វែនធីហ្វឺស	t w ɛɛ n . th ii . f əə h
ធ្វែល	t w ɛɛ l
ធ្វែលវើស៍	t w ɛɛ l . w əə
ន	n ɔɔ
នក	n ɑɑ k
នក្ខត្ត	n ea ʔ . kh a t
នក្ខត្តឫក្ស	n ea ʔ . kh a t . t a ʔ . r ɨ k
នក្សត្រឫក្ស	n ea ʔ . k s a t . t r a ʔ . r ɨ k
នខចរ	n ea ʔ . kh a ʔ . c ɑɑ
នខា	n ea ʔ . kh aa
នខ្វាក់	n ɔɔ . k w a k
នគរ	n ɔ . k ɔɔ
នគរក្រៅ	n ɔ . k ɔɔ . k r a w
នគរជន	n ɔ . k ɔɔ . c u n
នគរជុំ	n ɔ . k ɔɔ . c u m
នគរធំ	n ɔ . k ɔɔ . th u m
នគរបាជ័យ	n ɔ . k ɔɔ . ɓ aa . c e j
នគរបាល	n ɔ . k ɔɔ . ɓ aa l
នគរភាស	n ɔ . k ɔɔ . ph ie h
នគររាជ	n ɔ . k ɔɔ . r ie c
នគររាជជាតិ	n ɔɔ . k ɔɔ . r ie c . c ie t
នគររាជសីមា	n ɔ . k ɔɔ . r ie c . s ə j . m aa
នគរវត្ត	n ɔ . k ɔɔ . w oa t
នគរូបនីយកម្ម	n ɔ . k ɔɔ . r uu . p a ʔ . n ii . j ea ʔ . k a m
នគរូបនីយវិទ្យា	n ɔ . k ɔɔ . r uu . p a ʔ . n ii . j ea ʔ . w i ʔ . t j ie
នគ្គជន	n ea k . k ea ʔ . c u n
នគ្គនិយម	n ea k . k ea ʔ . n i ʔ . j u m
នគ្គភាព	n ea k . k ea ʔ . ph ie p
នគ្គសមណៈ	n ea k . k ea ʔ . s a ʔ . m a ʔ . n a ʔ
នង	n ɔɔ ŋ
នងឌី	n ɔɔ ŋ . ɗ ii
នង័្គល	n ea ŋ . k oa l
នង្គុដ្ឋ	n ea ŋ . k u t
នង្គ័ល	n ea ŋ . k oa l
នចូបស្ទីក	n ɔɔ . c oo p . s t ii k
នដិបិលិ	n ea ʔ . ɗ e ʔ . ɓ e ʔ . l e ʔ
នដុងហ្កា	n ɔɔ . ɗ o ŋ . g aa
នត្តា	n a t . t aa
នត្តិ	n a t . t e ʔ
នត្តុ	n a t . t o ʔ
នត្ថិ	n a t . th e ʔ
នត្ថិភាព	n a t . th e ʔ . ph ie p
នទី	n ɔ . t ii
នទីសម្ភេទ	n ɔɔ . t ii . s ɑ m . ph ee t
នទីសោភណារាម	n ea ʔ . t ii . s ao . ph ea ʔ . n aa . r aa m
ននល	n ɔ . n ɔɔ l
ននាមទទឹង	n ɔ . n ie m . t ɔ . t ɨ ŋ
ននាល	n ɔ . n ie l
ននៀល	n ɔ . n iə l
ននោង	n ɔ . n oo ŋ
ននះ	n ɔ . n ea h
ននះននៀល	n ɔ . n ea h . n ɔ . n iə l
ននះនរនាទ	n ɔ . n ea h . n ɔ . n ie t
នន្ទ	n u n
នបុំសក	n ea ʔ . p o ŋ . s a ʔ . k a ʔ
នបុំសកលិង្គ	n ea ʔ . p o ŋ . s a ʔ . k a ʔ . l ɨ ŋ
នប់	n u p
នព	n ɔɔ p
នព្វ	n u p
នព្វកោណ	n u p . p ea ʔ . k ao n
នព្វគ្រោះ	n u p . w ea ʔ . k r uə h
នព្វន្ត	n u p . p u n
នព្វរត្ន	n u p . p ea ʔ . r oa t
នព្វរ័តន៍	n u p . p ea ʔ . r oa t
នព្វស័ក	n u p . p ea ʔ . s a k
នភ	n u p
នភប្រាណ	n ea ʔ . p ea ʔ . p r aa n
នភមណី	n ea ʔ . ph ea ʔ . m ea ʔ . n ii
នភមណ្ឌល	n ea ʔ . ph ea ʔ . m u n . ɗ u l
នភល័យ	n ea ʔ . ph ea ʔ . l e j
នភា	n ɔ . ph ie
នភាល័យ	n ɔɔ . ph ie . l e j
នភី	n ea ʔ . ph ii
នភោធូម	n ea ʔ . ph oo . th uu m
នភោមណ្ឌល	n ea ʔ . ph oo . m u n . ɗ u l
នមស្ការ	n ea ʔ . m a h . s k aa
នមាមិហំ	n ea ʔ . m ie . m i ʔ . h a ŋ
នមោ	n ea ʔ . m oo
នម្មទា	n a m . m ea ʔ . t ie
នយននិយម	n ea ʔ . j ea ʔ . n ea ʔ . n i ʔ . j u m
នយនេត្រ	n ea ʔ . j ea ʔ . n ee t
នយោបាយ	n ɔɔ . j oo . ɓ aa j
នរក	n ɔ . r uə k
នរឃាត	n ea ʔ . r ea ʔ . kh ie t
នរឃាតកម្ម	n ea ʔ . r ea ʔ . kh ie t . t a ʔ . k a m
នរណា	n ɔ . n aa
នរនាថ	n ɔ . r ea ʔ . n ie t
នរនាទ	n ɔɔ . r ea ʔ . n ie t
នរនាម	n ea ʔ . r ea ʔ . n ie m
នរបតី	n ɔɔ . r u p . p ɑɑ . ɗ ə j
នរពិស្វណ៍	n ea ʔ . r ea ʔ . p ɨ h
នរមាត្រ	n ea ʔ . r ea ʔ . m ie t
នរវិទូ	n ɔ . r ea ʔ . w i ʔ . t uu
នរវិទ្យា	n ɔɔ . r ea ʔ . w i ʔ . t j ie
នរវិស្វណ	n ea ʔ . r ea ʔ . w i ʔ . s w a ʔ . n a ʔ
នរសិង្ហ	n ea ʔ . r ea ʔ . s ə ŋ
នរសីហៈ	n ea ʔ . r ea ʔ . s ə j . h a ʔ
នរសីហ៍	n ɔɔ . r ea ʔ . s ə j
នរសឹហៈ	n ea ʔ . r ea ʔ . s ə ŋ . s a ʔ
នរា	n ɔɔ . r ie
នរាធិប	n ɔ . r ie . th ɨ p
នរាធិបតី	n ea ʔ . r ie . th ɨ p . p a ʔ . ɗ ə j
នរាយ	n ɔ . r ie j
នរាយណ៍	n ɔ . r ie j
នរាសភ	n ea ʔ . r ie . s a ʔ . ph ea ʔ
នរិន្ទ	n ɔɔ . r ɨ n
នរិន្ទ្រពង្ស	n ɔ . r ɨ n . p u ŋ
